#,survived,class,gender,age,sib_sp,par_ch,fare,embarked,family,age_bin
433,survived,second,female,42,1,0,26,"Southampton, UK",one,41 to 50
260,survived,second,female,50,0,1,26,"Southampton, UK",one,41 to 50
804,survived,third,male,0.42,0,1,8.5167,"Cherbourg, FR",one,< 11
692,survived,third,female,4,0,1,13.4167,"Cherbourg, FR",one,< 11
126,survived,third,male,12,1,0,11.2417,"Cherbourg, FR",one,11 to 20
40,survived,third,female,14,1,0,11.2417,"Cherbourg, FR",one,11 to 20
831,survived,third,female,15,1,0,14.4542,"Cherbourg, FR",one,11 to 20
110,survived,third,female,unknown,1,0,24.15,"Queenstown, IR",one,
187,survived,third,female,unknown,1,0,15.5,"Queenstown, IR",one,
242,survived,third,female,unknown,1,0,15.5,"Queenstown, IR",one,
613,survived,third,female,unknown,1,0,15.5,"Queenstown, IR",one,
480,survived,third,female,2,0,1,12.2875,"Southampton, UK",one,< 11
752,survived,third,male,6,0,1,12.475,"Southampton, UK",one,< 11
856,survived,third,female,18,0,1,9.35,"Southampton, UK",one,11 to 20
193,survived,third,female,19,1,0,7.8542,"Southampton, UK",one,11 to 20
665,survived,third,male,20,1,0,7.925,"Southampton, UK",one,11 to 20
143,survived,third,female,24,1,0,15.85,"Southampton, UK",one,21 to 30
268,survived,third,male,25,1,0,7.775,"Southampton, UK",one,21 to 30
824,survived,third,female,27,0,1,12.475,"Southampton, UK",one,21 to 30
560,survived,third,female,36,1,0,17.4,"Southampton, UK",one,31 to 40
348,survived,third,female,unknown,1,0,16.1,"Southampton, UK",one,
432,survived,third,female,unknown,1,0,16.1,"Southampton, UK",one,
551,survived,first,male,17,0,2,110.8833,"Cherbourg, FR",two,11 to 20
540,survived,first,female,22,0,2,49.5,"Cherbourg, FR",two,21 to 30
582,survived,first,female,39,1,1,110.8833,"Cherbourg, FR",two,31 to 40
836,survived,first,female,39,1,1,83.1583,"Cherbourg, FR",two,31 to 40
320,survived,first,female,40,1,1,134.5,"Cherbourg, FR",two,31 to 40
588,survived,first,male,60,1,1,79.2,"Cherbourg, FR",two,51 to 60
446,survived,first,male,4,0,2,81.8583,"Southampton, UK",two,< 11
586,survived,first,female,18,0,2,79.65,"Southampton, UK",two,11 to 20
137,survived,first,female,19,0,2,26.2833,"Southampton, UK",two,11 to 20
319,survived,first,female,31,0,2,164.8667,"Southampton, UK",two,21 to 30
541,survived,first,female,36,0,2,71,"Southampton, UK",two,31 to 40
249,survived,first,male,37,1,1,52.5542,"Southampton, UK",two,31 to 40
559,survived,first,female,39,1,1,79.65,"Southampton, UK",two,31 to 40
857,survived,first,female,45,1,1,164.8667,"Southampton, UK",two,41 to 50
872,survived,first,female,47,1,1,52.5542,"Southampton, UK",two,41 to 50
661,survived,first,male,50,2,0,133.65,"Southampton, UK",two,41 to 50
821,survived,first,female,52,1,1,93.5,"Southampton, UK",two,51 to 60
572,survived,first,female,53,2,0,51.4792,"Southampton, UK",two,51 to 60
828,survived,second,male,1,0,2,37.0042,"Cherbourg, FR",two,< 11
756,survived,second,male,0.67,1,1,14.5,"Southampton, UK",two,< 11
79,survived,second,male,0.83,0,2,29,"Southampton, UK",two,< 11
832,survived,second,male,0.83,1,1,18.75,"Southampton, UK",two,< 11
341,survived,second,male,2,1,1,26,"Southampton, UK",two,< 11
531,survived,second,female,2,1,1,26,"Southampton, UK",two,< 11
194,survived,second,male,3,1,1,26,"Southampton, UK",two,< 11
408,survived,second,male,3,1,1,18.75,"Southampton, UK",two,< 11
751,survived,second,female,4,1,1,23,"Southampton, UK",two,< 11
536,survived,second,female,7,0,2,26.25,"Southampton, UK",two,< 11
238,survived,second,female,8,0,2,26.25,"Southampton, UK",two,< 11
550,survived,second,male,8,1,1,36.75,"Southampton, UK",two,< 11
418,survived,second,female,18,0,2,13,"Southampton, UK",two,11 to 20
324,survived,second,female,22,1,1,29,"Southampton, UK",two,21 to 30
248,survived,second,female,24,0,2,14.5,"Southampton, UK",two,21 to 30
581,survived,second,female,25,1,1,30,"Southampton, UK",two,21 to 30
802,survived,second,female,31,1,1,26.25,"Southampton, UK",two,21 to 30
507,survived,second,female,33,0,2,26,"Southampton, UK",two,31 to 40
417,survived,second,female,34,1,1,32.5,"Southampton, UK",two,31 to 40
671,survived,second,female,40,1,1,39,"Southampton, UK",two,31 to 40
441,survived,second,female,45,1,1,26.25,"Southampton, UK",two,41 to 50
382,survived,third,female,1,0,2,15.7417,"Cherbourg, FR",two,< 11
623,survived,third,male,20,1,1,15.7417,"Cherbourg, FR",two,11 to 20
256,survived,third,female,29,0,2,15.2458,"Cherbourg, FR",two,21 to 30
66,survived,third,male,unknown,1,1,15.2458,"Cherbourg, FR",two,
129,survived,third,female,unknown,1,1,22.3583,"Cherbourg, FR",two,
534,survived,third,female,unknown,0,2,22.3583,"Cherbourg, FR",two,
710,survived,third,male,unknown,1,1,15.2458,"Cherbourg, FR",two,
302,survived,third,male,unknown,2,0,23.25,"Queenstown, IR",two,
331,survived,third,female,unknown,2,0,23.25,"Queenstown, IR",two,
173,survived,third,female,1,1,1,11.1333,"Southampton, UK",two,< 11
349,survived,third,male,3,1,1,15.9,"Southampton, UK",two,< 11
11,survived,third,female,4,1,1,16.7,"Southampton, UK",two,< 11
185,survived,third,female,4,0,2,22.025,"Southampton, UK",two,< 11
870,survived,third,male,4,1,1,11.1333,"Southampton, UK",two,< 11
166,survived,third,male,9,0,2,20.525,"Southampton, UK",two,< 11
490,survived,third,male,9,1,1,15.9,"Southampton, UK",two,< 11
395,survived,third,female,24,0,2,16.7,"Southampton, UK",two,21 to 30
9,survived,third,female,27,0,2,11.1333,"Southampton, UK",two,21 to 30
329,survived,third,female,31,1,1,20.525,"Southampton, UK",two,21 to 30
280,survived,third,female,35,1,1,20.25,"Southampton, UK",two,31 to 40
306,survived,first,male,0.92,1,2,151.55,"Southampton, UK",three,< 11
803,survived,first,male,11,1,2,120,"Southampton, UK",three,< 11
436,survived,first,female,14,1,2,120,"Southampton, UK",three,11 to 20
391,survived,first,male,36,1,2,120,"Southampton, UK",three,31 to 40
764,survived,first,female,36,1,2,120,"Southampton, UK",three,31 to 40
44,survived,second,female,3,1,2,41.5792,"Cherbourg, FR",three,< 11
609,survived,second,female,22,1,2,41.5792,"Cherbourg, FR",three,21 to 30
184,survived,second,male,1,2,1,39,"Southampton, UK",three,< 11
619,survived,second,female,4,2,1,39,"Southampton, UK",three,< 11
59,survived,second,female,5,1,2,27.75,"Southampton, UK",three,< 11
601,survived,second,female,24,2,1,27,"Southampton, UK",three,21 to 30
616,survived,second,female,24,1,2,65,"Southampton, UK",three,21 to 30
727,survived,second,female,30,3,0,21,"Southampton, UK",three,21 to 30
473,survived,second,female,33,1,2,27.75,"Southampton, UK",three,31 to 40
755,survived,second,female,48,1,2,65,"Southampton, UK",three,41 to 50
470,survived,third,female,0.75,2,1,19.2583,"Cherbourg, FR",three,< 11
645,survived,third,female,0.75,2,1,19.2583,"Cherbourg, FR",three,< 11
449,survived,third,female,5,2,1,19.2583,"Cherbourg, FR",three,< 11
859,survived,third,female,24,0,3,19.2583,"Cherbourg, FR",three,21 to 30
789,survived,third,male,1,1,2,20.575,"Southampton, UK",three,< 11
86,survived,third,female,33,3,0,15.85,"Southampton, UK",three,31 to 40
312,survived,first,female,18,2,2,262.375,"Cherbourg, FR",four,11 to 20
743,survived,first,female,21,2,2,262.375,"Cherbourg, FR",four,11 to 20
775,survived,second,female,54,1,3,23,"Southampton, UK",four,51 to 60
89,survived,first,female,23,3,2,263,"Southampton, UK",five,21 to 30
342,survived,first,female,24,3,2,263,"Southampton, UK",five,21 to 30
438,survived,second,female,24,2,3,18.75,"Southampton, UK",five,21 to 30
262,survived,third,male,3,4,2,31.3875,"Southampton, UK",six ,< 11
234,survived,third,female,5,4,2,31.3875,"Southampton, UK",six ,< 11
69,survived,third,female,17,4,2,7.925,"Southampton, UK",six ,11 to 20
26,survived,third,female,38,1,5,31.3875,"Southampton, UK",six ,31 to 40
